payment_id,reference_type,reference_id,payment_date,amount,method
104786,sale,61348,2026-07-03,32275.91,card
104787,sale,61349,2025-10-15,23953.32,card
104788,sale,61350,2025-08-26,41689.97,card
104789,sale,61351,2026-07-01,44979.64,cash
104790,sale,61352,2025-06-27,22408.83,cash
104791,sale,61353,2024-12-08,30532.23,cash
104792,sale,61354,2025-01-18,35474.11,cash
104793,sale,61355,2025-07-27,48905.47,check
104794,sale,61356,2025-10-11,38552.05,financing
104795,sale,61357,2026-02-25,20710.7,cash
104796,sale,61358,2026-04-26,37760.43,check
104797,sale,61359,2025-10-15,17078.79,check
104798,sale,61360,2026-06-25,16254.97,check
104799,sale,61361,2025-12-09,32608.44,financing
104800,sale,61362,2025-12-08,34934.43,financing
104801,sale,61363,2026-05-28,18152.02,check
104802,sale,61364,2025-10-02,16694.03,financing
104803,sale,61365,2025-11-21,38694.34,financing
104804,sale,61366,2025-02-25,9315.66,financing
104805,sale,61367,2026-03-11,40506.73,card
104806,sale,61368,2025-02-02,32563.3,financing
104807,sale,61369,2026-06-04,33427.9,check
104808,sale,61370,2024-07-30,22619.39,check
104809,sale,61371,2026-03-10,54891.81,card
104810,sale,61372,2025-11-27,35043.91,cash
104811,sale,61373,2026-01-25,52550.87,financing
104812,sale,61374,2025-09-30,36332.35,cash
104813,sale,61375,2024-11-02,-159.19,card
104814,sale,61376,2026-03-14,38583.71,financing
104815,sale,61377,2025-05-25,55376.83,cash
104816,sale,61379,2024-07-06,9663.2,check
104817,sale,61381,2024-12-30,22081.35,check
104818,sale,61382,2024-08-02,53415.93,check
104819,sale,61383,2026-05-31,40513.91,card
104820,sale,61384,2025-03-22,16236.63,cash
104821,sale,61385,2026-04-03,37163.11,financing
104822,sale,61386,2025-10-07,35106.49,check
104823,sale,61387,2025-08-20,19852.2,card
104824,sale,61388,2025-11-13,11623.63,cash
104825,sale,61389,2025-05-15,27163.77,financing
104826,sale,61390,2025-12-06,22229.51,check
104827,sale,61392,2025-03-19,42683.69,financing
104828,sale,61393,2024-04-13,28499.2,cash
104829,sale,61394,2026-05-14,36756.54,card
104830,sale,61395,2025-08-31,11619.96,cash
104831,sale,61396,2025-07-16,33193.69,check
104832,sale,61397,2025-12-29,12403.55,cash
104833,sale,61398,2026-01-11,34807.51,check
104834,sale,61399,2024-03-14,21174.42,financing
104835,sale,61400,2024-07-21,8956.07,card
104836,sale,61401,2025-07-06,27787.51,check
104837,sale,61402,2025-04-14,53037.64,cash
104838,sale,61403,2025-01-25,32388.5,check
104839,sale,61404,2026-02-03,22227.6,cash
104840,sale,61405,2026-01-20,32359.61,cash
104841,sale,61406,2025-11-28,45922.92,cash
104842,sale,61407,2026-03-14,38186.88,cash
104843,sale,61408,2026-07-05,33047.79,financing
104844,sale,61409,2025-09-05,15150.13,cash
104845,sale,61411,2026-06-19,38847.41,card
104846,sale,61412,2026-06-11,31784.16,cash
104847,sale,61413,2026-01-10,16981.87,card
104848,sale,61414,2026-07-02,35563.2,card
104849,sale,61415,2025-11-29,22298.33,financing
104850,sale,61416,2026-02-03,31553.07,card
104851,sale,61417,2025-09-09,46250.27,financing
104852,sale,61418,2026-04-03,17222.07,check
104853,sale,61419,2026-06-11,47473.96,check
104854,sale,61421,2025-07-21,31264.83,check
104855,sale,61422,2026-05-18,17946.46,check
104856,sale,61423,2025-09-27,41652.84,cash
104857,sale,61424,2024-05-02,12790.65,cash
104858,sale,61425,2024-09-03,10138.81,card
104859,sale,61426,2025-08-24,12200.73,check
104860,sale,61427,2026-04-22,17933.83,check
104861,sale,61428,2026-06-17,34403.97,card
104862,sale,61429,2026-06-27,45698.43,cash
104863,sale,61431,2025-02-05,53047.59,financing
104864,sale,61432,2026-06-29,11765.51,financing
104865,sale,61434,2026-02-25,36586.59,cash
104866,sale,61435,2026-05-12,18716.56,check
104867,sale,61436,2026-04-09,11602.62,financing
104868,sale,61437,2026-01-11,37811.57,financing
104869,sale,61438,2025-03-12,34455.22,financing
104870,sale,61439,2026-02-11,32405.35,financing
104871,sale,61440,2025-11-30,33632.7,card
104872,sale,61441,2026-06-10,18231.27,financing
104873,sale,61442,2025-11-16,27615.37,check
104874,sale,61443,2026-02-14,37722.06,card
104875,sale,61445,2026-04-29,41383.56,check
104876,sale,61446,2025-10-17,39821.92,check
104877,sale,61447,2025-01-31,45236.43,card
104878,sale,61448,2025-07-26,41677.74,card
104879,sale,61449,2026-06-19,17709.7,check
104880,sale,61450,2025-10-25,43100.4,cash
104881,sale,61451,2026-03-14,44811.9,cash
104882,sale,61452,2026-06-14,15454.42,financing
104883,sale,61453,2026-06-14,30904.72,check
104884,sale,61454,2025-02-18,23136.27,cash
104885,sale,61455,2025-07-31,38745.72,cash
104886,sale,61456,2025-05-19,17276.66,check
104887,sale,61457,2025-08-01,30084.31,financing
104888,sale,61458,2025-04-27,34504.84,check
104889,sale,61459,2024-09-05,48299.17,card
104890,sale,61461,2024-12-16,12373.99,cash
104891,sale,61462,2025-12-10,31048.34,check
104892,sale,61464,2026-02-05,31339.81,check
104893,sale,61465,2026-04-14,12324.23,cash
104894,sale,61466,2026-05-01,22393.72,financing
104895,sale,61467,2026-03-05,19206.95,check
104896,sale,61468,2026-06-23,10160.37,check
104897,sale,61469,2025-09-20,25627.09,cash
104898,sale,61470,2025-11-17,32836.68,cash
104899,sale,61471,2025-10-16,21607.78,check
104900,sale,61472,2026-03-07,51234.59,financing
104901,sale,61473,2026-06-08,35380.26,card
104902,sale,61474,2026-05-13,36473.46,financing
104903,sale,61475,2025-12-06,35520.38,cash
104904,sale,61476,2025-08-14,26378.31,financing
104905,sale,61478,2024-12-16,38010.82,card
104906,sale,61479,2026-04-28,37307.49,cash
104907,sale,61480,2026-05-01,32827.63,cash
104908,sale,61481,2025-02-26,40727.69,financing
104909,sale,61482,2026-02-07,42457.0,cash
104910,sale,61483,2026-03-14,35605.05,cash
104911,sale,61484,2025-12-09,28945.33,cash
104912,sale,61486,2024-10-22,39293.81,cash
104913,sale,61487,2025-01-05,22332.54,check
104914,sale,61488,2026-06-11,15148.27,financing
104915,sale,61489,2026-01-22,27301.14,financing
104916,sale,61490,2025-06-15,22794.43,card
104917,sale,61491,2025-04-22,18004.75,cash
104918,sale,61492,2024-07-20,30503.26,check
104919,sale,61493,2026-06-19,22371.08,cash
104920,sale,61494,2026-04-08,35119.43,card
104921,sale,61495,2026-02-17,12817.33,check
104922,sale,61496,2025-12-01,38413.66,cash
104923,sale,61497,2026-01-18,17911.18,cash
104924,sale,61498,2026-03-09,48176.77,financing
104925,sale,61499,2025-11-25,21959.88,financing
104926,sale,61500,2026-02-20,25374.44,check
104927,sale,61501,2026-06-23,27229.22,financing
104928,sale,61502,2025-12-21,20809.02,financing
104929,sale,61503,2025-04-24,42145.67,card
104930,sale,61504,2026-03-27,17150.36,financing
104931,sale,61505,2026-01-05,22313.86,cash
104932,sale,61506,2026-03-30,21219.29,card
104933,sale,61507,2025-10-06,37595.93,financing
104934,sale,61508,2026-06-01,19672.71,card
104935,sale,61509,2026-03-12,51212.22,card
104936,sale,61510,2025-09-19,36372.85,cash
104937,sale,61511,2026-02-28,14589.28,card
104938,sale,61512,2026-06-12,19309.05,cash
104939,sale,61513,2026-03-30,48981.58,check
104940,sale,61514,2023-08-16,20233.51,card
104941,sale,61515,2025-08-04,57732.02,check
104942,sale,61517,2026-06-05,44324.53,check
104943,sale,61518,2024-09-27,9634.04,financing
104944,sale,61519,2026-03-06,37696.42,financing
104945,sale,61521,2025-10-16,35751.77,financing
104946,sale,61522,2026-01-26,17070.66,check
104947,sale,61523,2024-06-18,48849.09,check
104948,sale,61524,2026-01-19,13575.23,financing
104949,sale,61525,2026-01-03,12291.37,financing
104950,sale,61526,2025-08-24,33886.74,card
104951,sale,61527,2026-02-11,14775.26,card
104952,sale,61528,2024-12-11,36241.58,card
104953,sale,61529,2025-07-07,33419.56,financing
104954,sale,61530,2025-05-22,13071.53,cash
104955,sale,61531,2026-05-19,58074.06,check
104956,sale,61532,2026-06-27,31073.14,financing
104957,sale,61533,2026-07-03,45230.69,card
104958,sale,61534,2025-10-28,37965.2,cash
104959,sale,61535,2026-07-06,27787.38,cash
104960,sale,61536,2026-03-07,47803.69,financing
104961,sale,61537,2026-02-11,45706.19,card
104962,sale,61539,2026-02-11,19574.15,card
104963,sale,61540,2026-05-04,20258.88,check
104964,sale,61541,2026-05-23,13613.49,check
104965,sale,61542,2026-05-21,14569.86,financing
104966,sale,61543,2025-04-20,14751.79,card
104967,sale,61544,2024-12-22,21472.46,cash
104968,sale,61545,2026-05-20,28535.71,check
104969,sale,61546,2025-10-23,44708.77,financing
104970,sale,61547,2026-06-13,15978.45,check
104971,sale,61548,2026-05-03,31647.49,cash
104972,sale,61549,2023-12-25,40700.47,card
104973,sale,61550,2025-09-19,30635.78,financing
104974,sale,61551,2026-05-20,25711.09,cash
104975,sale,61552,2026-05-27,33355.66,check
104976,sale,61553,2024-01-13,18844.38,card
104977,sale,61554,2025-09-14,27319.22,check
104978,sale,61555,2026-06-25,31452.95,check
104979,sale,61556,2026-05-25,51373.91,check
104980,sale,61557,2026-06-25,10188.59,check
104981,sale,61558,2025-08-18,43556.32,card
104982,sale,61559,2025-06-12,13035.39,financing
104983,sale,61560,2025-02-28,50137.19,cash
104984,sale,61561,2026-02-26,25821.28,check
104985,sale,61562,2025-08-23,24593.73,check
104986,sale,61563,2026-05-25,12725.02,cash
104987,sale,61564,2026-07-01,57542.1,cash
104988,sale,61566,2026-03-21,31279.56,financing
104989,sale,61567,2025-11-11,41963.11,cash
104990,sale,61568,2025-05-24,40739.22,cash
104991,sale,61569,2026-03-25,28410.86,card
104992,sale,61570,2024-10-12,44127.31,financing
104993,sale,61571,2025-09-30,27681.72,financing
104994,sale,61572,2026-04-04,14786.64,cash
104995,sale,61573,2026-05-13,13656.22,check
104996,sale,61574,2025-10-06,45106.47,cash
104997,sale,61575,2026-01-09,49720.96,check
104998,sale,61576,2026-02-15,54288.55,check
104999,sale,61577,2026-01-17,15412.48,check
105000,sale,61578,2024-09-25,48580.84,cash
105001,sale,61579,2026-04-30,47160.76,cash
105002,sale,61580,2026-04-05,29212.03,financing
105003,sale,61581,2025-07-11,38912.85,financing
105004,sale,61582,2025-08-06,14978.18,check
105005,sale,61583,2026-04-29,38722.39,card
105006,sale,61585,2024-08-04,51711.78,card
105007,sale,61586,2026-05-09,31351.82,check
105008,sale,61587,2025-01-14,31628.75,check
105009,sale,61588,2026-03-23,41942.01,cash
105010,sale,61589,2025-11-28,46500.69,check
105011,sale,61590,2026-06-08,9219.12,financing
105012,sale,61591,2025-03-26,39376.76,card
105013,sale,61592,2025-12-30,41880.82,financing
105014,sale,61593,2025-06-29,37523.21,check
105015,sale,61594,2025-02-02,20099.63,cash
105016,sale,61595,2024-08-24,43948.83,cash
105017,sale,61596,2025-09-27,41950.53,financing
105018,sale,61597,2025-07-25,13473.3,cash
105019,sale,61598,2026-06-01,28931.46,card
105020,sale,61599,2026-01-12,22628.38,financing
105021,sale,61600,2025-09-03,41126.87,cash
105022,sale,61601,2026-02-19,53035.49,cash
105023,sale,61602,2025-07-26,40346.23,card
105024,sale,61603,2026-02-19,43621.35,financing
105025,sale,61604,2026-06-03,35591.78,cash
105026,sale,61605,2026-04-19,25773.87,card
105027,sale,61606,2026-03-11,13383.51,financing
105028,sale,61607,2026-06-25,34714.22,card
105029,sale,61608,2026-07-01,50119.75,card
105030,sale,61609,2024-10-24,38955.25,card
105031,sale,61610,2026-04-06,13533.62,check
105032,sale,61611,2025-06-15,14754.3,financing
105033,sale,61612,2025-07-28,34346.9,financing
105034,sale,61613,2026-04-11,18855.27,cash
105035,sale,61614,2026-06-26,11791.89,financing
105036,sale,61615,2026-01-05,20607.87,financing
105037,sale,61616,2026-02-28,49450.08,cash
105038,sale,61617,2026-05-11,54988.31,financing
105039,sale,61618,2025-03-05,-489.41,card
105040,sale,61619,2026-04-28,34629.47,financing
105041,sale,61620,2026-02-12,51663.42,card
105042,sale,61622,2026-03-01,28544.47,card
105043,sale,61623,2024-05-25,23685.06,card
105044,sale,61624,2026-03-02,31050.68,financing
105045,sale,61625,2026-02-26,31556.04,financing
105046,sale,61626,2026-02-23,41595.73,financing
105047,sale,61627,2026-03-19,26792.5,financing
105048,sale,61628,2024-09-03,56793.82,financing
105049,sale,61629,2025-10-12,40859.18,card
105050,sale,61630,2026-07-06,28161.0,check
105051,sale,61631,2025-10-16,31405.64,cash
105052,sale,61632,2024-01-22,20081.6,card
105053,sale,61633,2025-03-16,10122.47,financing
105054,sale,61634,2026-02-03,25612.58,check
105055,sale,61635,2025-09-16,17408.3,cash
105056,sale,61636,2024-09-02,35205.05,cash
105057,sale,61637,2026-05-03,18672.16,card
105058,sale,61638,2025-06-16,17709.85,financing
105059,sale,61639,2025-10-07,43242.53,check
105060,sale,61640,2024-07-05,42203.75,card
105061,sale,61641,2026-02-05,33729.62,financing
105062,sale,61642,2025-04-19,43695.22,card
105063,sale,61643,2026-04-16,52957.49,cash
105064,sale,61644,2026-03-11,37454.36,card
105065,sale,61645,2026-02-14,38789.87,card
105066,sale,61646,2024-09-02,37097.61,check
105067,sale,61647,2026-06-14,49091.52,financing
105068,sale,61648,2025-11-01,21280.64,check
105069,sale,61649,2025-12-16,40913.59,card
105070,sale,61650,2025-02-14,23283.2,check
105071,sale,61651,2023-12-30,17020.56,check
105072,sale,61652,2025-12-06,28180.44,cash
105073,sale,61653,2025-07-13,36938.66,check
105074,sale,61654,2026-04-24,51165.1,financing
105075,sale,61655,2025-04-07,30996.54,cash
105076,sale,61656,2026-04-09,21132.8,card
105077,sale,61657,2025-03-31,21608.9,financing
105078,sale,61658,2025-08-09,48629.55,check
105079,sale,61659,2025-05-07,28145.55,check
105080,sale,61660,2026-03-15,54371.77,financing
105081,sale,61661,2025-07-08,38473.97,check
105082,sale,61662,2025-08-06,24771.09,card
105083,sale,61663,2026-03-20,22859.9,check
105084,sale,61664,2025-05-19,16187.48,card
105085,sale,61666,2024-12-27,16954.34,financing
105086,sale,61667,2025-05-31,24570.13,financing
105087,sale,61668,2026-02-14,45897.11,financing
105088,sale,61669,2024-07-14,28313.79,card
105089,sale,61671,2025-03-18,24689.86,card
105090,sale,61672,2026-07-04,43430.89,financing
105091,sale,61674,2025-02-17,47924.26,financing
105092,sale,61676,2025-12-23,35937.85,card
105093,sale,61678,2026-06-26,-275.59,financing
105094,sale,61679,2026-03-07,30866.95,financing
105095,sale,61680,2026-06-15,27782.98,financing
105096,sale,61681,2025-09-12,29281.0,cash
105097,sale,61682,2025-11-14,19544.21,financing
105098,sale,61683,2026-01-04,35352.12,financing
105099,sale,61684,2026-02-12,41633.18,card
105100,sale,61685,2026-03-12,25486.86,financing
105101,sale,61686,2026-07-06,32794.2,card
105102,sale,61687,2026-01-05,32467.54,financing
105103,sale,61688,2024-08-01,43559.21,cash
105104,sale,61689,2026-06-20,37382.36,check
105105,sale,61690,2025-12-07,24578.24,card
105106,sale,61691,2026-07-03,14454.53,cash
105107,sale,61692,2025-08-10,9220.24,card
105108,sale,61693,2024-07-25,17047.32,cash
105109,sale,61694,2025-01-08,28807.01,cash
105110,sale,61695,2026-01-11,43175.14,card
105111,sale,61696,2026-06-24,11606.3,check
105112,sale,61697,2026-06-16,50747.06,cash
105113,sale,61698,2026-01-01,24147.16,cash
105114,sale,61699,2025-04-02,12873.31,financing
105115,sale,61700,2026-05-17,20748.92,financing
105116,sale,61701,2025-10-22,26891.51,check
105117,sale,61702,2025-10-02,13414.2,financing
105118,sale,61704,2025-01-07,29449.3,cash
105119,sale,61705,2026-01-06,49631.81,card
105120,sale,61706,2026-06-08,38147.4,financing
105121,sale,61707,2025-07-08,11934.93,card
105122,sale,61708,2026-01-21,19298.71,cash
105123,sale,61709,2026-04-12,19390.39,cash
105124,sale,61710,2024-08-30,35860.64,cash
105125,sale,61711,2025-10-03,40146.87,cash
105126,sale,61713,2026-01-26,31618.73,card
105127,sale,61714,2024-04-20,35540.03,check
105128,sale,61715,2026-02-17,-107.89,cash
105129,sale,61716,2025-07-13,22729.89,financing
105130,sale,61717,2025-11-23,47346.76,cash
105131,sale,61718,2026-05-03,40077.22,financing
105132,sale,61719,2025-12-17,35025.68,cash
105133,sale,61720,2026-01-08,15326.06,card
105134,sale,61721,2026-07-05,34398.19,cash
105135,sale,61722,2025-11-11,24462.96,cash
105136,sale,61723,2026-03-26,22576.21,card
105137,sale,444444444,2026-06-10,46663.93,cash
105138,sale,61725,2026-04-12,54223.4,cash
105139,sale,61727,2026-07-05,37891.3,financing
105140,sale,61728,2025-08-12,41880.3,cash
105141,sale,61729,2023-12-30,42582.6,check
105142,sale,61730,2026-06-09,13280.16,card
105143,sale,61731,2026-03-23,46797.37,check
105144,sale,61732,2026-01-21,44525.98,financing
105145,sale,61733,2026-02-02,47622.74,check
105146,sale,61734,2025-09-16,22819.01,card
105147,sale,61735,2024-11-15,30671.93,check
105148,sale,61736,2023-10-03,33532.92,cash
105149,sale,61737,2026-04-27,33243.28,card
105150,sale,61738,2026-04-16,21215.41,check
105151,sale,61739,2025-11-14,28407.49,financing
105152,sale,61740,2026-03-01,43482.27,card
105153,sale,61741,2025-03-30,38301.52,check
105154,sale,61742,2025-01-05,19654.84,cash
105155,sale,61743,2025-07-27,20410.4,check
105156,sale,61744,2026-03-30,38778.17,card
105157,sale,61745,2026-04-26,24592.72,check
105158,sale,61746,2026-04-13,45485.6,check
105159,sale,61747,2026-06-13,9706.35,cash
105160,sale,61749,2025-08-14,41462.15,financing
105161,sale,61750,2026-05-16,22633.82,financing
105162,sale,61751,2026-05-21,18839.78,cash
105163,sale,61752,2026-01-08,24518.3,check
105164,sale,61753,2026-02-10,39119.13,card
105165,sale,61754,2026-05-13,35197.25,financing
105166,sale,61755,2025-11-13,21641.98,card
105167,sale,61756,2025-10-28,20152.43,check
105168,sale,61757,2025-05-17,31963.22,financing
105169,sale,61758,2026-06-06,33610.65,cash
105170,sale,61759,2023-10-16,18450.56,financing
105171,sale,61760,2025-05-10,24937.12,cash
105172,sale,61761,2026-02-24,20628.57,cash
105173,sale,61762,2026-02-21,29862.31,financing
105174,sale,61763,2026-06-02,42554.9,check
105175,sale,61764,2025-11-01,29219.85,financing
105176,sale,61765,2026-06-23,15673.02,financing
105177,sale,61766,2024-08-15,33563.08,cash
105178,sale,61767,2025-08-31,24808.23,check
105179,sale,61768,2026-02-14,12286.57,cash
105180,sale,61769,2024-11-21,47173.52,check
105181,sale,61770,2026-03-10,33809.76,card
105182,sale,61771,2025-07-07,28791.77,financing
105183,sale,61772,2026-05-12,32475.57,check
105184,sale,61773,2025-05-20,11246.32,card
105185,sale,61774,2026-03-17,27217.56,card
105186,sale,61775,2026-02-16,29103.93,financing
105187,sale,61776,2026-05-15,42365.78,check
105188,sale,61777,2025-11-02,40505.57,financing
105189,sale,61778,2025-05-08,11654.68,check
105190,sale,61779,2025-05-24,12825.03,cash
105191,sale,61780,2025-09-07,44830.28,check
105192,sale,61781,2026-04-06,19404.26,check
105193,sale,61782,2024-09-09,46774.71,financing
105194,sale,61783,2026-05-11,25075.92,card
105195,sale,61784,2025-05-09,33672.83,cash
105196,sale,61785,2025-09-27,38075.97,check
105197,sale,61786,2026-06-03,18364.87,card
105198,sale,61787,2026-01-06,52238.15,financing
105199,sale,61788,2025-11-06,34714.06,card
105200,sale,61789,2025-05-31,20509.42,card
105201,sale,61790,2025-07-21,35569.5,card
105202,sale,61791,2026-02-16,48164.01,financing
105203,sale,61792,2025-07-17,44909.31,cash
105204,sale,61793,2025-07-15,52255.35,financing
105205,sale,61794,2026-06-04,39282.54,cash
105206,sale,61795,2026-05-30,13676.09,card
105207,sale,61796,2025-05-29,9778.28,cash
105208,sale,61797,2025-06-18,48917.91,financing
105209,sale,61798,2026-01-27,23780.54,cash
105210,sale,61799,2026-01-30,42308.2,cash
105211,sale,61800,2026-07-02,50202.18,card
105212,sale,444444444,2024-03-16,35966.54,card
105213,sale,61802,2026-04-11,43029.26,check
105214,sale,61803,2025-04-22,21332.83,financing
105215,sale,61804,2026-01-30,22649.32,financing
105216,sale,61805,2025-02-03,13302.59,cash
105217,sale,61806,2025-04-23,49649.33,card
105218,sale,61807,2026-01-15,40192.26,check
105219,sale,61808,2025-09-11,40165.21,card
105220,sale,61809,2026-04-08,31443.68,card
105221,sale,61810,2026-05-16,11069.03,check
105222,sale,61811,2026-03-29,19232.11,cash
105223,sale,61812,2025-11-02,32716.61,financing
105224,sale,61813,2026-06-21,42154.14,financing
105225,sale,61814,2026-03-25,19335.33,card
105226,sale,61815,2026-04-04,47637.12,card
105227,sale,61816,2026-06-16,52365.43,check
105228,sale,61817,2026-01-03,28055.73,cash
105229,sale,61818,2026-05-08,51324.28,financing
105230,sale,61819,2026-01-22,19299.16,card
105231,sale,61820,2026-03-22,14846.89,financing
105232,sale,61821,2025-11-29,22029.61,cash
105233,sale,61822,2025-09-22,15018.69,card
105234,sale,61823,2026-05-17,42583.79,financing
105235,sale,61824,2026-03-27,20974.49,financing
105236,sale,61825,2026-05-03,18018.0,check
105237,sale,61826,2026-03-17,22659.2,check
105238,sale,61827,2026-07-02,12251.38,card
105239,sale,61828,2025-07-17,28199.77,check
105240,sale,61829,2026-03-03,42404.46,card
105241,sale,61830,2026-02-02,38523.02,check
105242,sale,61831,2026-04-29,12907.45,check
105243,sale,61832,2025-09-03,23148.14,card
105244,sale,61833,2024-11-26,43356.94,financing
105245,sale,61834,2025-12-25,8897.22,cash
105246,sale,61835,2025-10-05,25616.46,financing
105247,sale,61836,2026-04-18,10922.35,financing
105248,sale,61837,2025-12-09,17876.13,card
105249,sale,61838,2026-06-14,36398.82,check
105250,sale,61839,2026-06-03,52722.14,check
105251,sale,61840,2025-08-07,21712.74,card
105252,sale,61841,2025-02-27,30402.22,financing
105253,sale,61842,2025-03-11,52720.47,financing
105254,sale,61843,2024-12-09,53673.55,check
105255,sale,61844,2026-01-24,47042.16,cash
105256,sale,61845,2024-09-13,49787.7,check
105257,sale,61846,2026-05-28,11475.41,check
105258,sale,61847,2025-04-18,15096.79,cash
105259,sale,61848,2025-10-05,38037.45,check
105260,sale,61849,2026-02-15,52393.32,check
105261,sale,61850,2026-03-24,51041.42,check
105262,sale,61851,2026-03-12,29148.25,check
105263,sale,61852,2026-03-26,21638.02,card
105264,sale,61853,2025-12-19,29147.39,check
105265,sale,61854,2026-05-20,49192.69,cash
105266,sale,61856,2025-09-03,36438.27,financing
105267,sale,61857,2025-10-14,16552.89,check
105268,sale,61858,2023-09-12,10392.04,cash
105269,sale,61859,2025-11-17,40120.08,check
105270,sale,61860,2024-09-15,47469.59,check
105271,sale,61861,2024-02-23,33002.27,check
105272,sale,61862,2023-11-07,21068.64,financing
105273,sale,61863,2025-05-19,22810.12,check
105274,sale,61864,2024-08-13,21068.3,card
105275,sale,61865,2025-12-14,48383.58,financing
105276,sale,61866,2026-06-21,26117.18,cash
105277,sale,61867,2026-01-22,43532.03,cash
105278,sale,61868,2025-11-13,12559.57,check
105279,sale,61869,2026-05-28,49049.33,financing
105280,sale,61870,2026-01-07,36985.38,card
105281,sale,61871,2024-04-10,41391.59,financing
105282,sale,61872,2024-04-08,30695.93,card
105283,sale,61873,2026-06-04,40358.03,financing
105284,sale,61874,2026-02-20,27881.91,check
105285,sale,61875,2026-06-08,19877.99,card
105286,sale,61876,2026-02-15,33863.05,check
105287,sale,61878,2026-06-18,23430.05,financing
105288,sale,61879,2026-05-12,20986.92,cash
105289,sale,61880,2026-06-29,28636.88,cash
105290,sale,61881,2026-04-04,38198.47,card
105291,sale,61882,2026-06-18,47895.6,financing
105292,sale,61883,2025-10-10,41217.22,cash
105293,sale,61884,2026-06-23,47143.05,cash
105294,sale,61885,2026-05-07,18255.43,cash
105295,sale,61886,2026-05-27,49094.52,card
105296,sale,61887,2026-05-12,40960.23,card
105297,sale,61888,2026-05-28,25306.42,card
105298,sale,61889,2024-05-27,54563.33,financing
105299,sale,61890,2025-04-07,13808.88,card
105300,sale,61891,2026-06-26,24145.55,cash
105301,sale,61893,2025-08-03,51023.11,check
105302,sale,61894,2025-06-20,12472.81,financing
105303,sale,61895,2025-11-08,41431.58,card
105304,sale,444444444,2026-07-06,16874.72,financing
105305,sale,61897,2026-06-29,33171.52,check
105306,sale,444444444,2026-03-10,48260.78,cash
105307,sale,61899,2026-06-26,26954.46,card
105308,sale,61900,2026-07-06,17693.37,card
105309,sale,61901,2026-06-28,21056.11,financing
105310,sale,61902,2024-09-30,54213.96,cash
105311,sale,61903,2025-12-19,46682.65,cash
105312,sale,61904,2026-05-06,27324.21,card
105313,sale,61905,2026-06-13,30095.45,financing
105314,sale,61906,2026-05-29,12275.84,card
105315,sale,61907,2026-04-10,20713.45,check
105316,sale,61908,2025-12-21,28437.22,card
105317,sale,61909,2025-12-21,17435.36,card
105318,sale,61910,2025-04-19,33212.34,card
105319,sale,61911,2026-06-12,46556.0,financing
105320,sale,61912,2026-03-29,24593.77,card
105321,sale,61913,2026-07-05,42290.94,check
105322,sale,61914,2025-01-12,51970.02,card
105323,sale,61915,2025-01-25,27553.7,check
105324,sale,61916,2026-06-08,37117.22,card
105325,sale,61917,2026-06-22,15920.32,cash
105326,sale,61918,2024-07-26,9969.19,cash
105327,sale,61919,2025-11-22,20277.65,card
105328,sale,61920,2025-04-29,11710.9,check
105329,sale,61921,2026-05-19,49602.39,financing
105330,sale,61922,2025-10-17,38422.61,check
105331,sale,61923,2026-05-04,17976.95,check
105332,sale,61924,2025-04-05,25187.63,cash
105333,sale,61925,2026-06-11,29559.27,financing
105334,sale,61926,2025-08-13,37406.15,card
105335,sale,61927,2025-12-03,41924.77,financing
105336,sale,61928,2026-02-04,27928.57,financing
105337,sale,61929,2025-05-25,23266.15,check
105338,sale,61930,2026-01-11,38645.73,check
105339,sale,61931,2025-12-12,40968.05,check
105340,sale,61932,2026-06-05,29529.68,financing
105341,sale,61933,2025-10-16,25544.0,financing
105342,sale,61935,2024-05-11,44846.11,check
105343,sale,61936,2026-06-17,38669.11,financing
105344,sale,61937,2026-02-27,11623.82,check
105345,sale,61938,2025-02-22,14153.23,financing
105346,sale,61939,2026-02-18,40026.12,card
105347,sale,61940,2025-12-15,18162.85,cash
105348,sale,61941,2025-06-21,20309.9,check
105349,sale,61942,2024-07-11,35572.03,check
105350,sale,61943,2026-07-01,40267.36,card
105351,sale,61944,2024-12-03,41919.77,card
105352,sale,61945,2025-10-01,29863.06,card
105353,sale,61946,2025-04-21,34653.46,financing
105354,sale,61947,2025-10-31,25576.74,cash
105355,sale,61948,2026-03-31,19555.41,financing
105356,sale,61949,2025-02-26,54832.49,check
105357,sale,61950,2024-06-18,27994.24,check
105358,sale,61951,2026-01-29,41814.77,financing
105359,sale,61952,2026-06-09,30020.07,check
105360,sale,61953,2026-06-26,13477.26,check
105361,sale,61954,2024-12-17,9839.66,card
105362,sale,61955,2025-08-29,17371.63,financing
105363,sale,61956,2025-12-07,10965.13,financing
105364,sale,61957,2024-11-06,32779.87,card
105365,sale,61958,2024-10-14,40038.96,financing
105366,sale,61959,2025-04-17,28282.52,financing
105367,sale,61961,2025-08-24,53726.65,cash
105368,sale,61962,2025-11-30,27475.56,financing
105369,sale,61963,2025-12-12,34968.71,check
105370,sale,61964,2026-03-21,18027.72,card
105371,sale,61965,2026-01-02,38359.35,card
105372,sale,61966,2024-10-20,42060.56,check
105373,sale,61967,2025-01-25,17145.77,financing
105374,sale,61968,2026-03-15,-440.48,card
105375,sale,61969,2026-07-06,9718.51,cash
105376,sale,61970,2025-11-18,9917.04,check
105377,sale,61971,2026-03-15,27734.04,financing
105378,sale,61972,2026-03-16,36769.78,card
105379,sale,61973,2025-10-31,37856.24,check
