line_item_id,service_order_id,part_id,line_type,description,quantity,unit_price,line_total
102360,84154,,LABOR,Labor - Inspection,4,99.37,397.48
102361,84154,,LABOR,Diagnostic,3,262.84,792.17
102362,84155,,LABOR,Labor - Brake Job,3,240.41,721.23
102363,84155,70200,part,Alternator,4,252.45,1009.8
102364,84156,,LABOR,Labor - Oil Change,1,78.8,78.8
102365,84157,70365,Part,Radiator,2,267.81,535.62
102366,84157,,Labor,Diagnostic,2,173.33,346.66
102367,84157,,Labor,Diagnostic,3,123.55,370.65
102368,84158,,Labor,Labor - Brake Job,4,190.22,760.88
102369,84158,,LABOR,Diagnostic,4,97.46,389.84
102370,84158,70483,Part,Oil Filter,4,626.2,2504.8
102371,84158,70264,part,Brake Pad Set,2,727.45,1454.9
102372,84159,70479,PART,Alternator,2,504.57,1009.14
102373,84159,,Labor,Labor - Inspection,4,133.96,535.84
102374,84160,,Labor,Labor - Brake Job,4,77.34,309.36
102375,84160,70378,PART,Oil Filter,1,39.78,39.78
102376,84160,,LABOR,Labor - Inspection,1,132.42,132.42
102377,84160,,LABOR,Labor - Inspection,3,208.57,625.71
102378,84160,70032,PART,Alternator,1,318.07,318.07
102379,84161,70341,part,Headlight Assembly,3,570.1,1710.3
102380,84161,,labor,Labor - Oil Change,1,171.0,171.0
102381,84162,70483,part,Oil Filter,1,626.2,626.2
102382,84162,70245,part,Brake Pad Set,2,981.42,1962.84
102383,84162,,labor,Labor - Inspection,1,139.56,139.56
102384,84162,,Labor,Labor - Brake Job,4,202.91,811.64
102385,84162,,Labor,Labor - Inspection,2,203.37,406.74
102386,84163,,Labor,Labor - Oil Change,1,242.51,242.51
102387,84163,,LABOR,Diagnostic,4,88.7,354.8
102388,84164,555555555,part,Unknown Part,4,495.39,1981.56
102389,84164,,LABOR,Labor - Inspection,3,269.23,807.69
102390,84165,70444,part,Tire,3,564.46,1693.38
102391,84165,70335,PART,Brake Pad Set,3,901.19,2703.57
102392,84166,70124,PART,Oil Filter,3,545.13,1635.39
102393,84167,70093,Part,Alternator,1,437.16,437.16
102394,84167,70208,Part,Spark Plug,3,930.26,2790.78
102395,84168,70320,Part,Radiator,3,580.92,1742.76
102396,84168,,Labor,Labor - Oil Change,4,261.29,1045.16
102397,84168,,labor,Diagnostic,3,76.4,229.2
102398,84168,70241,part,Headlight Assembly,3,1438.71,4316.13
102399,84168,70037,part,Alternator,1,1038.76,1038.76
102400,84169,70390,PART,Alternator,4,840.23,3360.92
102401,84169,,Labor,Labor - Brake Job,2,244.77,489.54
102402,84169,70407,PART,Headlight Assembly,4,20.72,82.88
102403,84169,70340,PART,Headlight Assembly,3,488.64,1465.92
102404,84170,70494,PART,Tire,2,803.21,1606.42
102405,84171,,LABOR,Labor - Inspection,1,178.18,178.18
102406,84171,,labor,Diagnostic,2,241.73,483.46
102407,84172,70399,PART,Alternator,3,598.87,1796.61
102408,84172,,Labor,Diagnostic,4,141.39,565.56
102409,84173,70426,part,Brake Pad Set,1,768.02,768.02
102410,84173,,Labor,Labor - Brake Job,3,171.05,513.15
102411,84173,70463,part,Alternator,3,891.52,2674.56
102412,84173,,labor,Labor - Inspection,4,107.01,428.04
102413,84174,70455,PART,Headlight Assembly,1,38.23,38.23
102414,84174,70153,PART,Brake Pad Set,4,60.88,243.52
102415,84175,,labor,Diagnostic,2,72.04,144.08
102416,84175,,LABOR,Labor - Brake Job,2,142.72,285.44
102417,84175,70483,part,Oil Filter,1,626.2,626.2
102418,84175,70334,PART,Oil Filter,3,24.07,72.21
102419,84176,70199,part,Battery,4,894.55,3578.2
102420,84177,70001,PART,Alternator,1,717.64,699.61
102421,84178,,LABOR,Labor - Brake Job,3,143.08,429.24
102422,84178,70219,part,Radiator,2,120.49,240.98
102423,84178,,Labor,Labor - Inspection,2,210.21,420.42
102424,84179,70254,PART,Alternator,1,292.38,292.38
102425,84179,70165,part,Spark Plug,3,751.58,2254.74
102426,84179,70215,part,Tire,3,189.83,569.49
102427,84179,70286,part,Tire,4,180.49,721.96
102428,84179,,Labor,Labor - Brake Job,3,155.99,467.97
102429,84180,70381,PART,Brake Pad Set,3,507.24,1521.72
102430,84181,70403,PART,Alternator,3,756.42,2269.26
102431,84181,,LABOR,Labor - Inspection,3,104.62,313.86
102432,84181,,labor,Labor - Brake Job,2,284.38,568.76
102433,84182,70497,PART,Tire,1,87.46,87.46
102434,84182,,labor,Diagnostic,1,204.29,204.29
102435,84182,70062,part,Radiator,1,499.26,499.26
102436,84183,70388,PART,Radiator,1,756.42,756.42
102437,84183,,labor,Diagnostic,3,149.22,451.05
102438,84183,70155,Part,Spark Plug,3,652.09,1956.27
102439,84183,70222,part,Spark Plug,3,677.23,2031.69
102440,84183,70361,part,Oil Filter,1,235.76,235.76
102441,84184,,LABOR,Diagnostic,2,216.86,433.72
102442,84184,70294,PART,Headlight Assembly,1,591.43,591.43
102443,84184,70355,Part,Tire,4,472.4,1889.6
102444,84184,,Labor,Diagnostic,3,81.11,243.33
102445,84184,,LABOR,Labor - Inspection,4,181.77,727.08
102446,84185,70354,PART,Brake Pad Set,2,204.84,409.68
102447,84186,70217,Part,Spark Plug,1,450.72,450.72
102448,84186,70175,Part,Spark Plug,3,364.08,1092.24
102449,84186,70228,Part,Alternator,1,596.73,596.73
102450,84187,70435,Part,Brake Pad Set,1,673.2,673.2
102451,84187,,LABOR,Labor - Brake Job,2,235.11,470.22
102452,84187,70049,part,Spark Plug,2,1304.23,2590.54
102453,84187,70293,Part,Oil Filter,2,373.16,746.32
102454,84188,70017,Part,Headlight Assembly,3,879.43,2638.29
102455,84188,,LABOR,Labor - Brake Job,3,137.02,411.06
102456,84188,70136,part,Battery,2,60.61,121.22
102457,84188,,LABOR,Diagnostic,3,132.46,397.38
102458,84189,70108,part,Headlight Assembly,1,79.66,79.66
102459,84189,70300,PART,Oil Filter,1,697.84,697.84
102460,84189,70102,part,Alternator,4,396.27,1585.08
102461,84190,,Labor,Labor - Oil Change,1,270.2,270.2
102462,84191,,Labor,Labor - Brake Job,1,167.32,167.32
102463,84192,70252,Part,Brake Pad Set,2,783.43,1566.86
102464,84192,,Labor,Diagnostic,1,265.75,265.75
102465,84192,70109,Part,Tire,3,-175.88,-527.64
102466,84193,,Labor,Labor - Oil Change,3,163.03,489.09
102467,84194,,labor,Labor - Inspection,3,115.89,347.67
102468,84194,70001,Part,Alternator,2,717.64,1435.28
102469,84194,70328,Part,Radiator,1,649.76,649.76
102470,84194,70472,Part,Headlight Assembly,1,946.29,946.29
102471,84195,70316,PART,Alternator,1,990.09,990.09
102472,84195,,labor,Labor - Brake Job,3,296.71,890.13
102473,84196,70276,Part,Alternator,4,17.25,69.0
102474,84196,,labor,Labor - Brake Job,1,128.74,128.74
102475,84196,555555555,part,Unknown Part,2,-370.38,-740.76
102476,84197,,LABOR,Labor - Brake Job,2,101.41,202.82
102477,84197,70071,PART,Headlight Assembly,3,998.37,2995.11
102478,84197,,labor,Labor - Brake Job,4,243.4,973.6
102479,84197,,Labor,Labor - Brake Job,4,107.8,431.2
102480,84198,70305,PART,Brake Pad Set,1,-461.25,-461.25
102481,84198,555555555,part,Unknown Part,3,410.01,1230.03
102482,84199,,Labor,Labor - Brake Job,2,176.34,352.68
102483,84200,,labor,Labor - Inspection,4,210.61,842.44
102484,84200,70227,Part,Battery,3,1181.32,3543.96
102485,84201,70450,Part,Brake Pad Set,3,677.4,2032.2
102486,84202,70039,Part,Alternator,2,1014.97,2029.94
102487,84202,,labor,Labor - Brake Job,2,259.1,518.2
102488,84202,70104,Part,Spark Plug,4,588.43,2353.72
102489,84202,,Labor,Labor - Oil Change,2,175.98,351.96
102490,84202,70052,part,Oil Filter,3,848.64,2545.92
102491,84203,70309,Part,Oil Filter,1,562.36,562.36
102492,84203,70214,part,Battery,3,1259.42,3778.26
102493,84203,70023,part,Brake Pad Set,4,94.44,377.76
102494,84203,,Labor,Labor - Brake Job,4,280.87,1123.48
102495,84204,,LABOR,Diagnostic,2,70.31,140.62
102496,84204,,LABOR,Labor - Brake Job,4,270.86,1083.44
102497,84204,,labor,Diagnostic,1,295.9,295.9
102498,84204,70060,part,Oil Filter,3,515.48,1546.44
102499,84205,,LABOR,Diagnostic,1,58.28,58.28
102500,84205,70195,PART,Radiator,2,631.84,1263.68
102501,84205,70352,Part,Alternator,1,897.39,897.39
102502,84205,,LABOR,Labor - Inspection,1,255.31,255.31
102503,84206,70121,part,Oil Filter,3,1093.71,3281.13
102504,84206,,labor,Labor - Brake Job,2,64.48,128.96
102505,84207,70206,PART,Radiator,3,545.75,1637.25
102506,84207,70373,Part,Radiator,4,658.23,2632.92
102507,84208,,LABOR,Labor - Oil Change,4,207.74,830.96
102508,84208,70257,Part,Radiator,2,837.71,1675.42
102509,84208,70287,part,Brake Pad Set,1,51.53,51.53
102510,84208,,Labor,Diagnostic,1,155.06,155.06
102511,84208,,Labor,Labor - Inspection,2,266.69,533.38
102512,84209,70227,part,Battery,3,1181.32,3543.96
102513,84209,,Labor,Diagnostic,2,95.33,190.66
102514,84210,70093,PART,Alternator,3,437.16,1311.48
102515,84210,70247,Part,Headlight Assembly,4,70.63,282.52
102516,84211,,Labor,Labor - Inspection,1,183.76,183.76
102517,84211,70331,part,Radiator,2,280.79,561.58
102518,84211,,Labor,Labor - Inspection,2,114.63,229.26
102519,84211,70259,part,Spark Plug,3,1147.26,3441.78
102520,84212,,LABOR,Diagnostic,-3,123.6,-370.8
102521,84212,70454,PART,Headlight Assembly,1,1513.57,1513.57
102522,84212,70407,PART,Headlight Assembly,4,20.72,82.88
102523,84213,,labor,Diagnostic,3,206.74,620.22
102524,84213,70484,part,Spark Plug,3,1109.31,3327.93
102525,84214,70267,part,Radiator,1,1374.15,1374.15
102526,84214,,LABOR,Labor - Brake Job,1,70.07,70.07
102527,84214,70284,Part,Oil Filter,4,754.04,3016.16
102528,84215,70107,PART,Brake Pad Set,4,776.37,3105.48
102529,84216,70436,PART,Tire,3,1189.32,3567.96
102530,84216,,LABOR,Labor - Inspection,1,177.01,177.01
102531,84217,70062,Part,Radiator,1,499.26,499.26
102532,84217,70350,part,Alternator,2,274.25,548.5
102533,84217,70030,PART,Radiator,3,1061.78,3185.34
102534,84218,70161,PART,Battery,2,112.56,225.12
102535,84218,,LABOR,Labor - Inspection,3,166.57,499.71
102536,84218,70106,part,Brake Pad Set,4,205.94,823.76
102537,84218,70370,part,Tire,1,536.68,536.68
102538,84218,,Labor,Labor - Inspection,1,169.73,169.73
102539,84219,70416,Part,Brake Pad Set,4,736.8,2947.2
102540,84219,,LABOR,Diagnostic,1,103.41,103.41
102541,84219,70023,PART,Brake Pad Set,4,94.44,377.76
102542,84219,,Labor,Labor - Inspection,1,290.92,290.92
102543,84219,,Labor,Labor - Brake Job,3,101.22,305.03
102544,84220,,labor,Labor - Oil Change,3,141.41,424.23
102545,84220,,LABOR,Diagnostic,4,58.56,234.24
102546,84220,,Labor,Labor - Inspection,3,202.91,608.73
102547,84220,,labor,Diagnostic,2,279.53,559.06
102548,84221,70194,Part,Battery,4,1037.73,4150.92
102549,84221,70150,Part,Alternator,2,822.11,1644.22
102550,84221,70143,PART,Battery,3,146.74,440.22
102551,84221,,Labor,Labor - Brake Job,1,101.21,101.21
102552,84221,,labor,Labor - Inspection,1,70.17,70.17
102553,84222,70154,PART,Spark Plug,1,287.11,287.11
102554,84222,,LABOR,Labor - Inspection,4,288.66,1154.64
102555,84222,,LABOR,Diagnostic,3,161.93,485.79
102556,84222,,LABOR,Labor - Inspection,3,139.52,418.56
102557,84223,,labor,Labor - Oil Change,4,71.41,285.64
102558,84223,,labor,Labor - Oil Change,1,275.35,275.35
102559,84223,,LABOR,Labor - Inspection,2,222.12,444.24
102560,84223,70170,Part,Headlight Assembly,4,49.63,198.52
102561,84223,,labor,Diagnostic,4,109.19,436.76
102562,84224,70371,part,Headlight Assembly,4,304.75,1219.0
102563,84224,,labor,Labor - Inspection,2,70.76,141.52
102564,84225,70271,PART,Alternator,2,146.0,292.0
102565,84225,,LABOR,Labor - Brake Job,4,105.24,420.96
102566,84225,70423,part,Battery,4,706.11,2824.44
102567,84226,,labor,Labor - Inspection,4,202.88,811.52
102568,84226,70071,Part,Headlight Assembly,4,998.37,3993.48
102569,84226,70324,Part,Radiator,2,602.0,1213.64
102570,84226,70016,Part,Alternator,4,640.42,2561.68
102571,84227,,labor,Labor - Oil Change,1,240.9,240.9
102572,84227,,Labor,Labor - Brake Job,3,185.23,555.69
102573,84227,,LABOR,Diagnostic,4,95.88,383.52
102574,84227,70023,Part,Brake Pad Set,4,94.44,377.76
102575,84227,70309,PART,Oil Filter,2,562.36,1124.72
102576,84228,,labor,Labor - Inspection,2,70.82,141.64
102577,84228,70229,part,Brake Pad Set,1,433.32,433.32
102578,84229,70198,part,Headlight Assembly,2,1079.64,2159.28
102579,84230,70072,part,Alternator,2,1111.47,2222.94
102580,84230,70144,PART,Spark Plug,1,944.58,944.58
102581,84230,,Labor,Diagnostic,4,-70.91,-283.64
102582,84231,70371,part,Headlight Assembly,1,304.75,304.75
102583,84231,,labor,Labor - Brake Job,3,122.97,368.91
102584,84232,,LABOR,Labor - Oil Change,1,183.59,183.59
102585,84232,,Labor,Labor - Oil Change,3,234.14,702.42
102586,84232,70207,PART,Battery,2,170.05,340.1
102587,84232,70038,PART,Brake Pad Set,3,1131.53,3394.59
102588,84232,70049,Part,Spark Plug,3,1304.23,3912.69
102589,84233,70450,PART,Brake Pad Set,4,677.4,2710.82
102590,84233,70481,Part,Alternator,2,805.06,1610.12
102591,84234,,Labor,Labor - Inspection,3,206.93,620.79
102592,84234,70113,PART,Spark Plug,2,496.78,993.56
102593,84235,70062,PART,Radiator,2,499.26,998.52
102594,84235,70332,part,Brake Pad Set,3,68.08,204.24
102595,84235,70220,PART,Tire,3,424.36,1273.08
102596,84235,,LABOR,Diagnostic,1,263.77,263.77
102597,84235,,labor,Labor - Inspection,3,163.43,490.29
102598,84236,70490,Part,Battery,3,61.01,183.03
102599,84236,,Labor,Labor - Oil Change,3,-159.78,-479.34
102600,84237,,labor,Diagnostic,3,138.14,414.42
102601,84238,70435,part,Brake Pad Set,1,673.2,673.2
102602,84239,70384,Part,Battery,3,589.54,1768.62
102603,84239,,LABOR,Diagnostic,3,125.24,375.72
102604,84239,,Labor,Labor - Inspection,1,198.37,198.37
102605,84240,70280,PART,Battery,2,930.13,1860.26
102606,84240,70033,PART,Battery,3,58.87,176.61
102607,84241,,LABOR,Labor - Brake Job,3,196.31,588.93
102608,84241,,LABOR,Diagnostic,2,71.89,143.78
102609,84241,,labor,Diagnostic,1,89.63,89.63
102610,84241,,labor,Labor - Inspection,4,177.11,708.44
102611,84241,70420,PART,Battery,4,1110.84,4443.36
102612,84242,,Labor,Diagnostic,3,196.58,589.74
102613,84243,,labor,Labor - Inspection,2,78.17,156.34
102614,84243,,LABOR,Labor - Brake Job,3,100.03,300.09
102615,84243,,LABOR,Labor - Inspection,4,274.23,1096.92
102616,84244,,labor,Labor - Inspection,1,108.42,108.42
102617,84244,70295,part,Brake Pad Set,3,1127.78,3383.34
102618,84245,70113,PART,Spark Plug,1,496.78,496.78
102619,84245,,labor,Labor - Oil Change,2,139.77,279.54
102620,84246,70156,part,Battery,3,398.32,1194.96
102621,84246,,labor,Diagnostic,3,62.54,187.62
102622,84246,70418,Part,Oil Filter,2,722.98,1445.96
102623,84247,,labor,Labor - Brake Job,4,294.05,1176.2
102624,84247,70015,PART,Alternator,3,837.39,2512.17
102625,84248,,LABOR,Labor - Inspection,1,163.39,163.39
102626,84248,,Labor,Diagnostic,4,115.14,460.56
102627,84248,70209,PART,Battery,4,328.09,1312.36
102628,84248,,Labor,Labor - Oil Change,3,222.32,666.96
102629,84249,70227,PART,Battery,2,1181.32,2362.64
102630,84249,,LABOR,Labor - Brake Job,2,244.85,489.7
102631,84249,,LABOR,Labor - Inspection,3,252.88,758.64
102632,84249,70482,PART,Headlight Assembly,2,1017.56,2035.12
102633,84250,,labor,Labor - Brake Job,1,110.48,110.48
102634,84250,70284,part,Oil Filter,4,754.04,3016.16
102635,84250,70321,PART,Radiator,2,816.01,1632.02
102636,84250,,LABOR,Diagnostic,1,58.72,58.72
102637,84251,,labor,Labor - Inspection,2,241.06,482.12
102638,84251,,Labor,Diagnostic,3,93.65,280.95
102639,84251,70499,PART,Battery,3,932.26,2796.78
102640,84251,,LABOR,Diagnostic,3,292.95,878.85
102641,84252,70182,PART,Battery,1,786.17,786.17
102642,84252,70073,PART,Radiator,3,816.59,2449.77
102643,84252,,LABOR,Diagnostic,4,209.55,838.2
102644,84253,70496,part,Tire,3,345.86,1037.58
102645,84253,,LABOR,Labor - Oil Change,1,124.6,124.6
102646,84253,70401,PART,Oil Filter,2,816.3,1632.6
102647,84253,70094,Part,Alternator,1,1154.2,1154.2
102648,84254,,labor,Labor - Inspection,1,65.87,65.87
102649,84254,70328,Part,Radiator,3,649.76,1949.28
102650,84254,70268,part,Tire,1,142.56,142.56
102651,84254,,LABOR,Labor - Brake Job,2,155.33,310.66
102652,84254,,LABOR,Labor - Oil Change,3,151.56,454.68
102653,84255,70029,part,Headlight Assembly,-3,143.26,-429.78
102654,84256,70442,part,Tire,1,311.89,311.89
102655,84256,,Labor,Labor - Oil Change,2,-50.18,-100.36
102656,84257,70163,Part,Radiator,2,520.43,1040.86
102657,84257,,LABOR,Labor - Brake Job,3,118.2,354.6
102658,84257,70233,Part,Oil Filter,4,1004.39,4017.56
102659,84257,70083,Part,Spark Plug,2,453.74,907.48
102660,84257,70101,PART,Oil Filter,4,1197.05,4788.2
102661,84258,70312,part,Headlight Assembly,1,343.63,343.63
102662,84259,,LABOR,Labor - Inspection,1,182.65,182.65
102663,84259,,LABOR,Labor - Brake Job,1,200.23,200.23
102664,84260,,Labor,Diagnostic,1,281.12,281.12
102665,84260,70399,PART,Alternator,4,598.87,2395.48
102666,84260,,labor,Labor - Oil Change,4,108.91,435.64
102667,84260,,LABOR,Labor - Inspection,1,195.1,195.1
102668,84261,,labor,Diagnostic,3,77.06,231.18
102669,84261,,Labor,Labor - Oil Change,2,71.59,143.18
102670,84261,70204,part,Headlight Assembly,3,753.59,2260.77
102671,84262,70145,Part,Battery,3,114.59,343.77
102672,84263,70260,part,Spark Plug,2,723.39,1446.78
102673,84263,70347,Part,Radiator,3,950.77,2852.31
102674,84263,70002,part,Brake Pad Set,1,1131.45,1131.45
102675,84263,70487,PART,Oil Filter,1,388.48,388.48
102676,84263,70229,part,Brake Pad Set,3,433.32,1299.96
102677,84264,70494,PART,Tire,1,803.21,803.21
102678,84265,70335,part,Brake Pad Set,3,901.19,2703.57
102679,84265,,LABOR,Labor - Inspection,3,262.14,786.42
102680,84266,,labor,Labor - Inspection,4,245.65,982.6
102681,84266,,Labor,Labor - Oil Change,4,135.48,541.92
102682,84267,70221,Part,Alternator,3,721.8,2165.4
102683,84268,,LABOR,Labor - Oil Change,2,189.82,379.64
102684,84269,70169,PART,Headlight Assembly,4,923.84,3695.36
102685,84269,,LABOR,Labor - Brake Job,3,119.0,357.0
102686,84269,70461,PART,Alternator,4,820.27,3281.08
102687,84270,70472,PART,Headlight Assembly,4,946.29,3785.16
102688,84270,70447,PART,Brake Pad Set,4,971.34,3885.36
102689,84271,70442,part,Tire,4,311.89,1247.56
102690,84272,,LABOR,Labor - Brake Job,3,235.35,706.05
102691,84272,70474,part,Oil Filter,2,313.92,627.84
102692,84272,70380,PART,Brake Pad Set,4,449.49,1797.96
102693,84272,,labor,Labor - Oil Change,3,137.24,411.72
102694,84273,70210,Part,Headlight Assembly,1,518.07,518.07
102695,84273,70149,part,Battery,3,914.81,2744.43
102696,84273,70399,part,Alternator,4,598.87,2395.48
102697,84273,,LABOR,Labor - Oil Change,2,250.73,501.46
102698,84273,,labor,Diagnostic,2,71.52,143.04
102699,84274,,labor,Diagnostic,2,246.15,492.3
102700,84274,70153,part,Brake Pad Set,2,60.88,121.76
102701,84274,70202,part,Battery,3,92.9,278.7
102702,84275,70174,PART,Spark Plug,1,327.47,327.47
102703,84276,,Labor,Diagnostic,1,230.97,230.97
102704,84276,70108,part,Headlight Assembly,3,79.66,238.98
102705,84276,,LABOR,Labor - Oil Change,1,272.94,272.94
102706,84277,70088,part,Brake Pad Set,3,1466.79,4400.37
102707,84277,70479,PART,Alternator,1,504.57,504.57
102708,84277,,LABOR,Labor - Inspection,3,109.03,327.09
102709,84277,70230,Part,Alternator,2,806.24,1612.48
102710,84278,,LABOR,Labor - Inspection,2,108.33,216.66
102711,84278,70106,part,Brake Pad Set,1,205.94,203.26
102712,84279,,LABOR,Diagnostic,1,105.34,105.34
102713,84279,,LABOR,Labor - Brake Job,2,260.13,520.26
102714,84279,70399,Part,Alternator,4,598.87,2395.48
102715,84279,555555555,part,Unknown Part,1,31.53,31.53
102716,84280,,LABOR,Labor - Brake Job,2,136.48,272.96
102717,84280,70271,Part,Alternator,2,146.0,292.0
102718,84280,70480,PART,Battery,3,1308.04,3924.12
102719,84280,,LABOR,Diagnostic,-3,69.89,-209.67
102720,84280,70382,PART,Headlight Assembly,1,1306.8,1306.8
102721,84281,,Labor,Diagnostic,2,253.98,507.96
102722,84281,,labor,Labor - Inspection,2,127.16,254.32
102723,84281,70436,Part,Tire,4,1189.32,4757.28
102724,84281,70219,part,Radiator,1,120.49,120.49
102725,84282,70369,part,Spark Plug,2,197.88,395.76
102726,84282,70448,PART,Headlight Assembly,4,828.65,3314.6
102727,84282,70102,Part,Alternator,2,396.27,792.54
102728,84283,70410,PART,Battery,4,-805.5,-3222.0
102729,84284,,labor,Labor - Inspection,3,103.45,310.35
102730,84285,70477,Part,Brake Pad Set,1,761.4,761.4
102731,84285,,labor,Labor - Oil Change,2,211.23,422.46
102732,84285,70077,PART,Spark Plug,4,994.06,3976.24
102733,84286,70097,part,Tire,3,530.97,1592.91
102734,84286,70074,part,Oil Filter,2,162.56,325.12
102735,84286,,LABOR,Labor - Inspection,3,225.56,676.68
102736,84287,70078,PART,Tire,1,478.82,478.82
102737,84287,70385,part,Brake Pad Set,1,775.15,775.15
102738,84287,70493,part,Spark Plug,1,858.96,858.96
102739,84288,70246,Part,Headlight Assembly,4,1013.72,4054.88
102740,84288,70142,PART,Spark Plug,2,-777.94,-1555.88
102741,84288,70270,Part,Brake Pad Set,3,1520.48,4561.44
102742,84288,,Labor,Labor - Brake Job,2,196.49,392.98
102743,84289,70326,Part,Tire,1,1125.52,1125.52
102744,84289,70110,Part,Radiator,4,1034.36,4137.44
102745,84289,70025,part,Brake Pad Set,1,1081.29,1081.29
102746,84290,70289,PART,Oil Filter,1,134.09,134.09
102747,84290,70271,part,Alternator,2,146.0,292.0
102748,84291,,labor,Labor - Inspection,3,233.55,700.65
102749,84291,70294,Part,Headlight Assembly,4,591.43,2365.72
102750,84291,70300,Part,Oil Filter,4,697.84,2791.36
102751,84291,,LABOR,Diagnostic,3,81.63,244.89
102752,84292,70395,Part,Spark Plug,3,965.13,2895.39
102753,84292,,labor,Labor - Oil Change,4,215.6,862.4
102754,84292,70092,PART,Tire,3,832.24,2496.72
102755,84293,70252,PART,Brake Pad Set,1,783.43,783.43
102756,84293,,labor,Labor - Oil Change,4,260.15,1040.6
102757,84293,70494,Part,Tire,2,803.21,1606.42
102758,84293,70113,Part,Spark Plug,3,496.78,1490.34
102759,84294,70483,part,Oil Filter,4,626.2,2504.8
102760,84294,,labor,Labor - Inspection,2,102.9,205.8
102761,84294,70094,part,Alternator,4,1154.2,4616.8
102762,84295,70024,Part,Alternator,1,103.54,103.54
102763,84296,,LABOR,Diagnostic,4,140.83,563.32
102764,84296,70437,part,Battery,2,298.72,597.44
102765,84296,70066,part,Tire,2,899.47,1798.94
102766,84296,70301,part,Tire,4,-160.46,-641.84
102767,84296,70058,part,Headlight Assembly,4,247.94,991.76
102768,84297,70406,Part,Tire,4,998.77,3995.08
102769,84297,,labor,Diagnostic,3,209.2,627.6
102770,84297,70288,Part,Radiator,2,510.72,1021.44
102771,84298,70075,Part,Battery,2,1054.18,2108.36
102772,84299,70018,PART,Spark Plug,2,283.82,567.64
102773,84299,,LABOR,Diagnostic,2,236.67,473.34
102774,84300,,LABOR,Labor - Inspection,3,192.31,576.93
102775,84301,,Labor,Diagnostic,1,168.14,168.14
102776,84301,70040,part,Headlight Assembly,2,692.03,1384.06
102777,84302,,Labor,Labor - Inspection,4,52.41,209.64
102778,84302,70076,PART,Tire,4,1330.16,5320.64
102779,84303,70265,part,Alternator,1,917.07,917.07
102780,84304,,Labor,Labor - Oil Change,4,-210.83,-823.97
102781,84304,,Labor,Diagnostic,4,225.94,903.76
102782,84304,70106,Part,Brake Pad Set,1,205.94,205.94
102783,84304,,LABOR,Labor - Brake Job,1,204.44,204.44
102784,84304,,Labor,Labor - Brake Job,2,131.99,263.98
102785,84305,70466,PART,Battery,2,857.78,1715.56
102786,84305,,Labor,Labor - Inspection,3,104.01,312.03
102787,84305,,Labor,Labor - Brake Job,4,114.34,457.36
102788,84306,,LABOR,Labor - Brake Job,4,237.75,951.0
102789,84306,70024,Part,Alternator,-1,103.54,-103.54
102790,84307,70073,Part,Radiator,3,816.59,2449.77
102791,84307,,Labor,Labor - Inspection,4,120.24,480.96
102792,84307,70129,PART,Headlight Assembly,2,1048.18,2096.36
102793,84307,,Labor,Labor - Oil Change,4,198.43,793.72
102794,84307,,LABOR,Labor - Oil Change,1,78.97,78.97
102795,84308,70492,PART,Oil Filter,4,182.72,730.88
102796,84309,70300,PART,Oil Filter,4,697.84,2791.36
102797,84310,70204,Part,Headlight Assembly,3,753.59,2260.77
102798,84310,70051,PART,Oil Filter,1,969.44,969.44
102799,84310,,Labor,Labor - Brake Job,3,284.68,854.04
102800,84311,70141,Part,Oil Filter,4,962.14,3848.56
102801,84311,70129,part,Headlight Assembly,1,1048.18,1048.18
102802,84312,70448,Part,Headlight Assembly,1,828.65,828.65
102803,84312,70144,PART,Spark Plug,1,944.58,944.58
102804,84312,,labor,Labor - Brake Job,3,255.82,767.46
102805,84313,70380,part,Brake Pad Set,1,449.49,449.49
102806,84313,,Labor,Labor - Inspection,2,122.13,244.26
102807,84313,70030,part,Radiator,2,1061.78,2123.56
102808,84313,70309,Part,Oil Filter,1,562.36,562.36
102809,84313,,labor,Labor - Brake Job,3,161.61,480.6
102810,84314,70384,PART,Battery,3,589.54,1768.62
102811,84314,,Labor,Diagnostic,4,157.6,630.4
102812,84315,70394,Part,Radiator,1,937.42,937.42
102813,84315,70195,Part,Radiator,2,631.84,1263.68
102814,84315,70329,PART,Spark Plug,4,748.73,2994.92
102815,84315,,Labor,Diagnostic,1,111.48,111.48
102816,84316,,Labor,Labor - Inspection,1,94.07,94.07
102817,84316,70137,Part,Brake Pad Set,4,-907.48,-3629.92
102818,84316,555555555,part,Unknown Part,3,447.2,1341.6
102819,84316,70212,part,Tire,2,480.16,960.32
102820,84317,,Labor,Diagnostic,1,129.51,113.7
102821,84318,,Labor,Labor - Brake Job,3,220.76,662.28
102822,84319,70180,Part,Battery,2,798.26,1596.52
102823,84319,,labor,Labor - Brake Job,3,251.26,753.78
102824,84319,,Labor,Labor - Inspection,1,288.9,288.9
102825,84320,,LABOR,Labor - Inspection,1,71.35,71.35
102826,84320,,Labor,Labor - Inspection,3,265.66,796.98
102827,84320,,LABOR,Diagnostic,3,137.84,413.52
102828,84320,70474,PART,Oil Filter,2,313.92,627.84
102829,84320,70167,Part,Battery,3,20.35,61.05
102830,84321,70310,part,Oil Filter,3,794.7,2384.1
102831,84321,70067,part,Oil Filter,4,623.54,2494.16
102832,84321,,LABOR,Diagnostic,4,-263.89,-1055.56
102833,84321,70448,PART,Headlight Assembly,4,828.65,3314.6
102834,84321,70076,part,Tire,2,1330.16,2660.32
